psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Удмуртская АССР, Глазов и Глазовский район;4;ремесленники;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1957;Жилищно-коммунальное хозяйство;2002;2;;40;3500;997;4;2;2;0;4
Удмуртская АССР, Глазов и Глазовский район;5;;техникум с дипломом;5;2;1937;;;;;;;;;;1;0;2
Удмуртская АССР, Глазов и Глазовский район;2;;10 и более классов школы и какое-либо професс. обр. без дипл;4;2;1929;;;;;;;;;;2;0;2
Удмуртская АССР, Глазов и Глазовский район;2;;техникум с дипломом;5;1;1923;;;;;;;;;;2;0;1
Удмуртская АССР, Глазов и Глазовский район;2;;есть диплом о высшем образовании;6;2;1983;;;;;;;;;;1;1;3
Удмуртская АССР, Глазов и Глазовский район;2;;7 классов школы;2;2;1941;;;;;;;;;;2;0;2
Удмуртская АССР, Глазов и Глазовский район;2;;техникум с дипломом;5;1;1941;;;;;;;;;;2;0;3
Удмуртская АССР, Глазов и Глазовский район;2;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1971;Торговля, бытовое обслуживание;2004;2;;;;997;2;2;2;2;3
Удмуртская АССР, Глазов и Глазовский район;2;законодатели, крупные чиновники, управляющие;техникум с дипломом;5;1;1971;Торговля, бытовое обслуживание;2000;1;23;;;997;2;3;2;2;2
Удмуртская АССР, Глазов и Глазовский район;;;7 классов школы;;1;1992;;;;;;;;;;;;
Удмуртская АССР, Глазов и Глазовский район;5;служащие конторские и по обслуживанию клиентов;среднее образование - есть аттестат о ср. образовании;4;2;1957;Сельское хозяйство;1982;2;;40;998;998;3;3;2;1;3
Удмуртская АССР, Глазов и Глазовский район;3;занятые в сфере обслуживания;среднее образование - есть аттестат о ср. образовании;4;2;1979;Торговля, бытовое обслуживание;1997;2;;48;7000;6500;4;4;1;1;3
Удмуртская АССР, Глазов и Глазовский район;;;5 классов школы;;2;1993;;;;;;;;;;;;
Удмуртская АССР, Глазов и Глазовский район;4;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1958;Здравоохранение;1980;2;;40;2500;3000;4;2;1;0;4
Удмуртская АССР, Глазов и Глазовский район;1;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1980;Здравоохранение;2000;2;;48;3200;997;4;3;1;1;4
Удмуртская АССР, Глазов и Глазовский район;2;промышленные рабочие;10 и более классов школы и техникум без диплома;4;2;1952;Сельское хозяйство;1988;2;;48;3800;3800;2;2;2;0;2
Удмуртская АССР, Глазов и Глазовский район;2;ремесленники;среднее образование - есть аттестат о ср. образовании;4;1;1949;Легкая и пищевая промышленность;2003;2;;40;6000;5500;2;3;2;0;2
